YMR056C	AAC1
YCL050C	YCL050C
YCL050C	DTP1
YDR530C	YDR530C
YNL172W	YNL172W
YDL008W	YDL008W
YLR127C	YLR127C
YLR127C	RSI1
YLR127C	TID2
YDR118W	YDR118W
YOR249C	YOR249C
YOR249C	RMC1
YLR102C	YLR102C
YBR151W	YBR151W
YKL157W	YKL157W
YKL157W	LAP1
YKL157W	YKL158W
YBR286W	YBR286W
YBR286W	APY1
YDR525W	YDR525W
YNL077W	YNL077W
YJR005W	YJR005W
YJR005W	YAP80
YKL135C	YKL135C
YBL037W	YBL037W
YPR029C	YPR029C
YPL195W	YPL195W
YPL195W	YKS4
YGR261C	YGR261C
YGR261C	YKS5
YPL259C	YPL259C
YPL259C	YAP54
YHL019C	YHL019C
YBR288C	YBR288C
YBR288C	YKS6
YOL062C	YOL062C
YOL062C	AMP1
YKL114C	YKL114C
YBL019W	YBL019W
YBL019W	ETH1
YNL094W	YNL094W
YIL040W	YIL040W
YJL075C	YJL075C
YLR170C	YLR170C
YLR170C	YAP19
YJR058C	YJR058C
YJR058C	YAP17
YJL024C	YJL024C
YJL024C	YKS7
YML022W	YML022W
YDR441C	YDR441C
YNL065W	YNL065W
YPR192W	YPR192W
YLL052C	YLL052C
YBR149W	YBR149W
YMR041C	YMR041C
YER036C	YER036C
YGL105W	YGL105W
YIL062C	YIL062C
YLR370C	YLR370C
YKL013C	YKL013C
YNR035C	YNR035C
YNR035C	END9
YBR234C	YBR234C
YHR013C	YHR013C
YCR048W	YCR048W
YCR048W	SAT2
YNR019W	YNR019W
YNR019W	SAT1
YDL192W	YDL192W
YDL137W	YDL137W
YOR094W	YOR094W
YOR094W	ARL2
YOL058W	YOL058W
YOL058W	ARG10
YJL071W	YJL071W
YJL071W	HRB574
YJL088W	YJL088W
YHR018C	YHR018C
YER069W	YER069W
YOL140W	YOL140W
YMR042W	YMR042W
YMR042W	ARGR1
YMR042W	ARGRI
YML099C	YML099C
YML099C	ARGR2
YML099C	ARGRII
YDR173C	YDR173C
YDR173C	ARGR3
YDR173C	ARGRIII
YDR173C	IPK2
YDR376W	YDR376W
YNL020C	YNL020C
YBR164C	YBR164C
YBR164C	DLP2
YPL051W	YPL051W
YHL040C	YHL040C
YHL047C	YHL047C
YHL047C	TAF1
YDR127W	YDR127W
YDR380W	YDR380W
YGL148W	YGL148W
YDR035W	YDR035W
YBR249C	YBR249C
YPR060C	YPR060C
YPR060C	HGS1
YPR060C	OSM2
YPR060C	TYR7
YGL202W	YGL202W
YDR421W	YDR421W
YHR137W	YHR137W
YHR129C	YHR129C
YHR129C	ACT5
YDR106W	YDR106W
YDL029W	YDL029W
YDL029W	ACT2
YJR065C	YJR065C
YJR065C	ACT4
YJL081C	YJL081C
YJL081C	ACT3
YNL059C	YNL059C
YLR085C	YLR085C
YPR034W	YPR034W
YPR034W	RSC11
YPR034W	SWP61
YOR141C	YOR141C
YMR033W	YMR033W
YMR033W	RSC12
YMR033W	SWP59
YPR199C	YPR199C
YPR199C	ACR1
YPR199C	YAP8
YPR200C	YPR200C
YPR200C	ACR2
YPR201W	YPR201W
YPR201W	ACR3
YLR242C	YLR242C
YDR101C	YDR101C
YMR116C	YMR116C
YMR116C	CPC2
YOR058C	YOR058C
YOR058C	YOR29-09
YJL115W	YJL115W
YJL115W	CIA1
YDL197C	YDL197C
YIL130W	YIL130W
YJL170C	YJL170C
YKL185W	YKL185W
YMR119W	YMR119W
YNL159C	YNL159C
YNL008C	YNL008C
YKL052C	YKL052C
YGR097W	YGR097W
YDL088C	YDL088C
YDL088C	NUP59
YPR145W	YPR145W
YGR124W	YGR124W
YDR321W	YDR321W
YLR155C	YLR155C
YLR155C	ASP3
YLR157C	YLR157C
YLR157C	ASP3
YLR158C	YLR158C
YLR158C	ASP3
YLR160C	YLR160C
YLR160C	ASP3
YPR093C	YPR093C
YBL069W	YBL069W
YER101C	YER101C
YDR184C	YDR184C
YDR184C	LIC4
YGL017W	YGL017W
YOR377W	YOR377W
YGR177C	YGR177C
YGL180W	YGL180W
YGL180W	APG1
YGL180W	AUT3
YGL180W	CVT10
YLL042C	YLL042C
YLL042C	APG10
YPR049C	YPR049C
YPR049C	CVT9
YBR217W	YBR217W
YBR217W	APG12
YPR185W	YPR185W
YPR185W	APG13
YBR128C	YBR128C
YBR128C	APG14
YBR128C	CVT12
YCR068W	YCR068W
YCR068W	AUT5
YCR068W	CVT17
YMR159C	YMR159C
YMR159C	APG15
YMR159C	APG16
YMR159C	CVT11
YMR159C	SAP18
YLR423C	YLR423C
YLR423C	APG17
YFR021W	YFR021W
YFR021W	AUT10
YFR021W	CVT18
YFR021W	NMR1
YFR021W	SVP1
YOL082W	YOL082W
YOL082W	CVT19
YNL242W	YNL242W
YNL242W	APG2
YNL242W	AUT8
YNL242W	SPO72
YDL113C	YDL113C
YDL113C	CVT20
YDL113C	SNX42
YPL100W	YPL100W
YPL100W	HSV1
YPL100W	MAI1
YCL038C	YCL038C
YCL038C	AUT4
YLR431C	YLR431C
YLR431C	CVT23
YLR189C	YLR189C
YLR189C	UGT51
YJL178C	YJL178C
YJL178C	ETF1
YPL166W	YPL166W
YNR007C	YNR007C
YNR007C	APG3
YNR007C	AUT1
YNL223W	YNL223W
YNL223W	APG4
YNL223W	AUT2
YPL149W	YPL149W
YPL149W	APG5
YHR171W	YHR171W
YHR171W	APG7
YHR171W	CVT2
YBL078C	YBL078C
YBL078C	APG8
YBL078C	AUT7
YBL078C	CVT5
YDL149W	YDL149W
YDL149W	APG9
YDL149W	AUT9
YDL149W	CVT7
YPR026W	YPR026W
YMR301C	YMR301C
YNR002C	YNR002C
YNR002C	FUN34
YDR384C	YDR384C
YBL099W	YBL099W
YLR393W	YLR393W
YNL315C	YNL315C
YJL180C	YJL180C
YLR295C	YLR295C
YPL271W	YPL271W
YPL271W	ATPEPSILON
YDL004W	YDL004W
YDR377W	YDR377W
YML081C-A	YML081C-A
YOL077W-A	YOL077W-A
YJR121W	YJR121W
YPR020W	YPR020W
YDR350C	YDR350C
YDR350C	TCM10
YNR020C	YNR020C
YMR098C	YMR098C
YMR098C	LRC4
YBR039W	YBR039W
YPL078C	YPL078C
YPL078C	LPF7
YDR298C	YDR298C
YDR298C	OSC1
Q0085	Q0085
Q0085	OLI2
Q0085	OLI4
Q0085	PHO1
YKL016C	YKL016C
Q0080	Q0080
Q0080	AAP1
YML116W	YML116W
YML116W	SNQ1
YAL020C	YAL020C
YAL020C	FUN28
YAL020C	KTI13
YNL259C	YNL259C
YOR079C	YOR079C
YOR079C	YOR29-30
YFL010W-A	YFL010W-A
YFL010W-A	YFL011W-A
YKL004W	YKL004W
YOR011W	YOR011W
YLR114C	YLR114C
YOL078W	YOL078W
YMR068W	YMR068W
YJR001W	YJR001W
YEL064C	YEL064C
YKL146W	YKL146W
YNL101W	YNL101W
YBL089W	YBL089W
YER119C	YER119C
YIL088C	YIL088C
YPR122W	YPR122W
YPR122W	FUS5
YPR122W	STE22
YIL140W	YIL140W
YIL140W	BUD10
YIL140W	SRO4
YIL124W	YIL124W
YLL063C	YLL063C
YOR113W	YOR113W
YGR224W	YGR224W
YOR134W	YOR134W
YBR068C	YBR068C
YDR046C	YDR046C
YDR046C	PAP1
YIL015W	YIL015W
YIL015W	SST1
YKR099W	YKR099W
YHR208W	YHR208W
YHR208W	ECA39
YHR208W	TWT1
YJR148W	YJR148W
YJR148W	ECA40
YJR148W	TWT2
YJL020C	YJL020C
YJL020C	MTI1
YJL020C	YJL021C
YPL255W	YPL255W
YHR040W	YHR040W
YMR237W	YMR237W
YKR027W	YKR027W
YKR027W	FMP50
YJL095W	YJL095W
YJL095W	LAS3
YJL095W	SAP3
YJL095W	SLK1
YJL095W	SSP31
YER167W	YER167W
YER167W	CTR7
YDR361C	YDR361C
YDR375C	YDR375C
YIL033C	YIL033C
YIL033C	SRA1
YLR399C	YLR399C
YDL070W	YDL070W
YAL060W	YAL060W
YAL061W	YAL061W
YNL039W	YNL039W
YNL039W	TFC5
YOL164W	YOL164W
YBR200W	YBR200W
YBR200W	SRO1
YER155C	YER155C
YER155C	IPL2
YER155C	SUP9
YER155C	TSL1
YPL115C	YPL115C
YPL161C	YPL161C
YPL161C	ROM7
YLR412W	YLR412W
YIL004C	YIL004C
YIL004C	SLY12
YPR176C	YPR176C
YKR068C	YKR068C
YJL031C	YJL031C
YML077W	YML077W
YJR053W	YJR053W
YJR053W	IBD1
YOR198C	YOR198C
YDR299W	YDR299W
YGR282C	YGR282C
Q0110	Q0110
Q0115	Q0115
Q0120	Q0120
YHR101C	YHR101C
YCL029C	YCL029C
YCL029C	ARM5
YCL029C	PAC14
YER016W	YER016W
YER016W	EB1
YER016W	YEB1
YGR286C	YGR286C
YNR058W	YNR058W
YNR057C	YNR057C
YNR056C	YNR056C
YJR089W	YJR089W
YBR270C	YBR270C
YJL058C	YJL058C
YFL007W	YFL007W
YFL007W	YFL006W
YER177W	YER177W
YER177W	APR6
YDR099W	YDR099W
YDR099W	SCD3
YPL217C	YPL217C
YJR025C	YJR025C
YJR025C	HAD1
YJR078W	YJR078W
YJL060W	YJL060W
YBL098W	YBL098W
YLR231C	YLR231C
YFR047C	YFR047C
YFR047C	QPT1
YDR428C	YDR428C
YNL271C	YNL271C
YNL271C	PPF3
YNL271C	SHE5
YNL233W	YNL233W
YNL166C	YNL166C
YIL159W	YIL159W
YGR230W	YGR230W
YBL085W	YBL085W
YBL085W	BOB1
YBL085W	GIN7
YER114C	YER114C
YER114C	BEB1
YLR267W	YLR267W
YNL042W	YNL042W
YNL275W	YNL275W
YLR078C	YLR078C
YLR078C	SEC32
YCR032W	YCR032W
YDL141W	YDL141W
YDL141W	ACC2
YLL015W	YLL015W
YDL074C	YDL074C
YLR015W	YLR015W
YLR015W	CPS60
YDL231C	YDL231C
YNR051C	YNR051C
YGR246C	YGR246C
YGR246C	PCF4
YGR246C	TDS4
YHR036W	YHR036W
YBL097W	YBL097W
YPL084W	YPL084W
YPL084W	ASI6
YPL084W	LPF2
YPL084W	NPI3
YPL084W	VPS31
YGL007W	YGL007W
YHL010C	YHL010C
YPR057W	YPR057W
YER172C	YER172C
YER172C	PRP44
YER172C	RSS1
YER172C	SLT22
YER172C	SNU246
YGL247W	YGL247W
YOL077C	YOL077C
YDL037C	YDL037C
YDR275W	YDR275W
YLR465C	YLR465C
YNL269W	YNL269W
YNR069C	YNR069C
YOL137W	YOL137W
YBR290W	YBR290W
YPR171W	YPR171W
YFL025C	YFL025C
YFL025C	PER17
YGR142W	YGR142W
YPL069C	YPL069C
YDR252W	YDR252W
YGR188C	YGR188C
YMR055C	YMR055C
YMR055C	PAC7
YOR026W	YOR026W
YGL174W	YGL174W
YGL174W	CWC26
YAR014C	YAR014C
YEL029C	YEL029C
YNR027W	YNR027W
YJL188C	YJL188C
YKL092C	YKL092C
YKL092C	CLA2
YKL092C	ERC25
YLR074C	YLR074C
YOR078W	YOR078W
YOR078W	UTP16
YOR078W	YOR29-29
YMR014W	YMR014W
YCR047C	YCR047C
YER014C-A	YER014C-A
YDR241W	YDR241W
YFL023W	YFL023W
YFL023W	URI1
YLR062C	YLR062C
YCL014W	YCL014W
YCL014W	YCL012W
YDL151C	YDL151C
YCR063W	YCR063W
YCR063W	CWC14
YGR262C	YGR262C
YGR262C	LDB14
YJR092W	YJR092W
YCR038C	YCR038C
YLR319C	YLR319C
YLR319C	AIP3
YOR299W	YOR299W
YLR353W	YLR353W
YGR041W	YGR041W
YDL099W	YDL099W
YMR275C	YMR275C
YMR275C	DAG1
YMR275C	RDS1
YMR275C	SMM2
YML111W	YML111W
YLR226W	YLR226W
YLR226W	CST4
YER159C	YER159C
YER159C	NCB1
YKL005C	YKL005C
YHR114W	YHR114W
YHR114W	LSB7
YML102W	YML102W
YDR423C	YDR423C
YDR423C	YAP2
YNL278W	YNL278W
YGR134W	YGR134W
YFL028C	YFL028C
YOR276W	YOR276W
YOR276W	CAF2
YOR276W	CAP20
YKR036C	YKR036C
YNL288W	YNL288W
YER048C	YER048C
YFL029C	YFL029C
YFL029C	CIV1
YPL048W	YPL048W
YPL048W	TEF3
YEL063C	YEL063C
YKL007W	YKL007W
YIL034C	YIL034C
YPL111W	YPL111W
YPL111W	LPH15
YPL111W	CARGA
YLR438W	YLR438W
YLR438W	CARGB
YML042W	YML042W
YML042W	YCAT
YOR125C	YOR125C
YOR125C	COQ7
YMR280C	YMR280C
YMR280C	DIL1
YMR280C	MSP8
YGR036C	YGR036C
YGR036C	CWH8
YPL178W	YPL178W
YPL178W	CBP20
YPL178W	MUD13
YPL178W	SAE1
YJR060W	YJR060W
YJR060W	CEP1
YJR060W	CPF1
YGR140W	YGR140W
YGR140W	CBF3A
YGR140W	CEP2
YGR140W	CSL5
YGR140W	CTF14
YGR140W	NDC10
YLR175W	YLR175W
YNL161W	YNL161W
YJL209W	YJL209W
YHL038C	YHL038C
YPL215W	YPL215W
YGR174C	YGR174C
YBR120C	YBR120C
YIL043C	YIL043C
YIL043C	CBR5
YDL069C	YDL069C
YDR197W	YDR197W
YDR197W	CBP7
YKL208W	YKL208W
YKL208W	SOC1
YER168C	YER168C
YER168C	TNT1
YLR220W	YLR220W
YDR270W	YDR270W
YKL011C	YKL011C
YKL011C	MGT1
YGR217W	YGR217W
YPR025C	YPR025C
YKR066C	YKR066C
YAL021C	YAL021C
YAL021C	FUN27
YAL021C	NUT21
YMR038C	YMR038C
YMR038C	CCS
YMR038C	LYS7
YIL142W	YIL142W
YIL142W	BIN3
YIL142W	TCP2
YJL014W	YJL014W
YJL014W	BIN2
YJL014W	TCP3
YDL143W	YDL143W
YDL143W	ANC2
YDL143W	TCP4
YJR064W	YJR064W
YJR064W	TCP5
YDR188W	YDR188W
YDR188W	HTR3
YDR188W	TCP20
YDR188W	TCP6
YJL111W	YJL111W
YJL111W	TCP7
YJL008C	YJL008C
YLR110C	YLR110C
YLR390W-A	YLR390W-A
YLR390W-A	SSR1
YLR390W-A	YLR391W
YLR390W-A	YLR391W-A
YBR131W	YBR131W
YBR131W	CVT16
YLR307W	YLR307W
YLR308W	YLR308W
YDR182W	YDR182W
YDR182W	DSC1
YDR182W	DSR1
YDR182W	ESP2
YCR002C	YCR002C
YJR076C	YJR076C
YJR076C	PSL9
YHR107C	YHR107C
YHR107C	CLA10
YHR107C	PSL7
YLR215C	YLR215C
YDL220C	YDL220C
YDL220C	EST4
YFR028C	YFR028C
YFR028C	OAF3
YAR019C	YAR019C
YAR019C	LYT1
YKL022C	YKL022C
YAL038W	YAL038W
YAL038W	PYK1
YGL116W	YGL116W
YGL116W	PAC5
YOR074C	YOR074C
YOR074C	CRT9
YOR074C	TMP1
YOR074C	YOR29-25
YHR166C	YHR166C
YAL041W	YAL041W
YAL041W	CLS4
YLR310C	YLR310C
YLR310C	CDC25'
YLR310C	CTN1
YFR036W	YFR036W
YFR036W	HIT3
YFR036W	SCD26
YBL084C	YBL084C
YBL084C	APC3
YBL084C	SNB1
YBR160W	YBR160W
YBR160W	CDK1
YBR160W	HSL5
YBR160W	SRM5
YLR314C	YLR314C
YOR257W	YOR257W
YOR257W	DSK1
YOL139C	YOL139C
YOL139C	TIF45
YDR054C	YDR054C
YDR054C	DNA6
YDR054C	UBC3
YDL165W	YDL165W
YDL165W	DNA19
YDL165W	NOT2
YDR168W	YDR168W
YDR168W	SMO1
YCR093W	YCR093W
YCR093W	NOT1
YCR093W	ROS1
YCR093W	SMD6
YFL009W	YFL009W
YDR364C	YDR364C
YDR364C	PRP17
YDR364C	SLT15
YDR364C	SLU4
YLR229C	YLR229C
YGL155W	YGL155W
YGL155W	CAL1
YLR103C	YLR103C
YLR103C	SLD4
YDL126C	YDL126C
YMR001C	YMR001C
YMR001C	MSD2
YMR001C	PKX2
YCR094W	YCR094W
YDL132W	YDL132W
YGL190C	YGL190C
YJL194W	YJL194W
YPL160W	YPL160W
YDL017W	YDL017W
YDL017W	LSD6
YDL017W	SAS1
YLR418C	YLR418C
YJR057W	YJR057W
YDL164C	YDL164C
YDL164C	MMS8
YLR245C	YLR245C
YGL003C	YGL003C
YGL003C	HCT1
YBR029C	YBR029C
YBR029C	CDG1
YMR213W	YMR213W
YMR213W	NTC85
YGL130W	YGL130W
YER061C	YER061C
YMR168C	YMR168C
YMR168C	CBF3
YMR168C	CBF3B
YMR168C	CSL1
YPL228W	YPL228W
YPL228W	CES5
YOR112W	YOR112W
YIL003W	YIL003W
YIL003W	DRE3
YDR301W	YDR301W
YDR301W	YHH1
YLR115W	YLR115W
YLR115W	YDH1
YML036W	YML036W
YGL029W	YGL029W
YCL064C	YCL064C
YLR098C	YLR098C
YLR098C	SIL2
YLR098C	SIL3
YGL206C	YGL206C
YGL206C	SWA5
YER164W	YER164W
YBR274W	YBR274W
YPL008W	YPL008W
YPL008W	CTF1
YPL008W	LPA9
YDR254W	YDR254W
YDR254W	CTF17
YDR254W	MCM17
YER026C	YER026C
YER026C	PSS1
YGR157W	YGR157W
YGR157W	PEM1
YNL192W	YNL192W
YNL192W	USA4
YBR038W	YBR038W
YBR023C	YBR023C
YBR023C	CAL1
YBR023C	CSD2
YBR023C	DIT101
YBR023C	KTI2
YLR330W	YLR330W
YLR330W	CAL3
YJL099W	YJL099W
YJL099W	CSD3
YHR142W	YHR142W
YER030W	YER030W
YDR267C	YDR267C
YHR052W	YHR052W
YHR052W	NSA3
YMR198W	YMR198W
YOR349W	YOR349W
YPL241C	YPL241C
YMR138W	YMR138W
YMR138W	GTP1
YMR138W	UGX1
YOR028C	YOR028C
YOR028C	HAL6
YOR028C	YAP4
YEL061C	YEL061C
YEL061C	KSL2
YEL061C	SDS15
YDR022C	YDR022C
YDR022C	ATG31
YJL158C	YJL158C
YJL158C	CCW11
YJL158C	CCW5
YJL158C	PIR4
YNR001C	YNR001C
YNR001C	CS1
YNR001C	LYS6
YCR005C	YCR005C
YPR001W	YPR001W
YIL035C	YIL035C
YOR061W	YOR061W
YOR061W	YOR29-12
YGL019W	YGL019W
YOR039W	YOR039W
YLR133W	YLR133W
YBR135W	YBR135W
YNL298W	YNL298W
YNL298W	ERC10
YGR108W	YGR108W
YGR108W	SCB1
YPR119W	YPR119W
YDL155W	YDL155W
YLR210W	YLR210W
YPR120C	YPR120C
YGR109C	YGR109C
YGR167W	YGR167W
YGR167W	SCD4
YLR117C	YLR117C
YLR117C	NTC77
YLR117C	SYF3
YGL215W	YGL215W
YMR199W	YMR199W
YPL256C	YPL256C
YAL040C	YAL040C
YAL040C	DAF1
YAL040C	FUN10
YAL040C	WHI1
YOR250C	YOR250C
YMR012W	YMR012W
YMR012W	TIF31
YKL137W	YKL137W
YBR109C	YBR109C
YBR109C	CAM
YFR014C	YFR014C
YOL016C	YOL016C
YML057W	YML057W
YML057W	CNA2
YLR433C	YLR433C
YLR433C	CMP1
YKL190W	YKL190W
YKL190W	CRV1
YKL190W	YCN2
YAL058W	YAL058W
YAL058W	FUN48
YNL225C	YNL225C
YFR046C	YFR046C
YBR155W	YBR155W
YIL157C	YIL157C
YIL157C	FMP35
YPL189C-A	YPL189C-A
Q0105	Q0105
Q0105	COB1
Q0105	CYTB
YLL050C	YLL050C
YGL223C	YGL223C
YGL223C	COD3
YGL223C	LDB11
YGL223C	SEC36
YGR120C	YGR120C
YGR120C	SEC35
YER157W	YER157W
YER157W	GRD20
YER157W	SEC34
YPR105C	YPR105C
YPR105C	COD1
YPR105C	SEC38
YPR105C	SGF1
YNL051W	YNL051W
YNL051W	API4
YNL051W	COD4
YNL041C	YNL041C
YNL041C	COD2
YNL041C	SEC37
YGL005C	YGL005C
YGL005C	COD5
YML071C	YML071C
YML071C	DOR1
YDL145C	YDL145C
YDL145C	RET1
YDL145C	SEC33
YDL145C	SOO1
YBR003W	YBR003W
YOL008W	YOL008W
YNR041C	YNR041C
YOL096C	YOL096C
YDR204W	YDR204W
YML110C	YML110C
YML110C	DBI56
YGR255C	YGR255C
YLR201C	YLR201C
YLR201C	FMP53
YBL045C	YBL045C
YBL045C	QCR1
YNL336W	YNL336W
YNR075W	YNR075W
YBR203W	YBR203W
YGL263W	YGL263W
YBR302C	YBR302C
YML132W	YML132W
YFL062W	YFL062W
YJR161C	YJR161C
YGR295C	YGR295C
YDL248W	YDL248W
YHL048W	YHL048W
YKL219W	YKL219W
YOR316C	YOR316C
Q0045	Q0045
Q0045	OXI3
YPL172C	YPL172C
YPL132W	YPL132W
YPL132W	LPI13
YPL132W	PSO7
YLR038C	YLR038C
YGL191W	YGL191W
YML129C	YML129C
YER141W	YER141W
YJL003W	YJL003W
YLL009C	YLL009C
YGR062C	YGR062C
YGR062C	OXA2
YLL018C-A	YLL018C-A
Q0250	Q0250
Q0250	OXI1
Q0250	OXII
YDR231C	YDR231C
YHR116W	YHR116W
Q0275	Q0275
Q0275	OXI2
YGL187C	YGL187C
YNL052W	YNL052W
YIL111W	YIL111W
YHR051W	YHR051W
YMR256C	YMR256C
YLR395C	YLR395C
YDL067C	YDL067C
YKL179C	YKL179C
YOR303W	YOR303W
YJR109C	YJR109C
YGR247W	YGR247W
YDR155C	YDR155C
YDR155C	CPH1
YDR155C	CYP1
YHR057C	YHR057C
YHR057C	CYP2
YML078W	YML078W
YML078W	CYP3
YCR069W	YCR069W
YCR069W	CYP4
YCR069W	SCC3
YCR069W	YCR070W
YDR304C	YDR304C
YDR304C	CYP5
YLR216C	YLR216C
YLR216C	CYP40
YJR032W	YJR032W
YNR028W	YNR028W
YJL172W	YJL172W
YNL130C	YNL130C
YOR100C	YOR100C
YDL142C	YDL142C
YDL142C	CLS1
YDR223W	YDR223W
YHR209W	YHR209W
YGR189C	YGR189C
YGR218W	YGR218W
YGR218W	KAP124
YGR218W	XPO1
YLR429W	YLR429W
YHR146W	YHR146W
YLR213C	YLR213C
YOR031W	YOR031W
YOL063C	YOL063C
YOL063C	HUS1
YNL027W	YNL027W
YNL027W	HAL8
YNL027W	TCN1
YGL238W	YGL238W
YGL238W	KAP109
YNR010W	YNR010W
YNR010W	MED9
YKL049C	YKL049C
YKL049C	CSL2
YLR087C	YLR087C
YBR036C	YBR036C
YBR036C	CLS2
YBR161W	YBR161W
YMR025W	YMR025W
YOL007C	YOL007C
YNL232W	YNL232W
YNL232W	SKI4
YCR086W	YCR086W
YIL132C	YIL132C
YMR048W	YMR048W
YPL200W	YPL200W
YJR084W	YJR084W
YDR179C	YDR179C
YLR380W	YLR380W
YLR380W	SFH2
YPR030W	YPR030W
YPR030W	MRG19
YBR042C	YBR042C
YIL036W	YIL036W
YIL036W	ACA2
YIL036W	SHF1
YLR394W	YLR394W
YLR394W	ZIP3
YDR256C	YDR256C
YMR094W	YMR094W
YMR094W	CBF3C
YMR078C	YMR078C
YMR078C	CHL12
YPL018W	YPL018W
YPL018W	MCM18
YLR381W	YLR381W
YLR381W	CHL3
YPR135W	YPR135W
YPR135W	CHL15
YPR135W	POB1
YHR191C	YHR191C
YDR151C	YDR151C
YPL181W	YPL181W
YPL181W	RXT1
YKL139W	YKL139W
YJL006C	YJL006C
YML112W	YML112W
YMR180C	YMR180C
YMR180C	CTH1
YHR109W	YHR109W
YBR291C	YBR291C
YPR124W	YPR124W
YHR175W	YHR175W
YLR411W	YLR411W
YCR054C	YCR054C
YOL145C	YOL145C
YOL145C	CDP1
YLR286C	YLR286C
YDR371W	YDR371W
YGR088W	YGR088W
YGR088W	SPS101
YMR264W	YMR264W
YMR264W	KIS4
YKL090W	YKL090W
YGL110C	YGL110C
YML101C	YML101C
YOR042W	YOR042W
YGR003W	YGR003W
YGR003W	CULB
YHR053C	YHR053C
YHR053C	CUP1
YHR055C	YHR055C
YHR055C	CUP1
YGL166W	YGL166W
YGL166W	ACE1
YEL027W	YEL027W
YEL027W	CLS7
YEL027W	GEF2
YEL027W	VMA3
YPL177C	YPL177C
YMR240C	YMR240C
YNL286W	YNL286W
YDR163W	YDR163W
YDL209C	YDL209C
YDL209C	NTC40
YDR482C	YDR482C
YGR278W	YGR278W
YGL128C	YGL128C
YLR323C	YLR323C
YNL245C	YNL245C
YPL064C	YPL064C
YGL027C	YGL027C
YGL027C	DER7
YGL027C	GLS1
YCR017C	YCR017C
YKL096W	YKL096W
YKL096W	YJU1
YKL096W-A	YKL096W-A
YKL096W-A	LPR1
YKL096W-A	YKL097W-A
YML054C	YML054C
YNL111C	YNL111C
YJR048W	YJR048W
YOR037W	YOR037W
YAL039C	YAL039C
YEL039C	YEL039C
YBR112C	YBR112C
YBR112C	CRT8
YBR112C	SSN6
YDL117W	YDL117W
YDR430C	YDR430C
YDR430C	MOP112
YJL005W	YJL005W
YJL005W	CDC35
YJL005W	FIL1
YJL005W	HSR1
YJL005W	SRA4
YJL005W	TSM0185
YAL012W	YAL012W
YAL012W	CYI1
YAL012W	FUN35
YAL012W	STR1
YGR155W	YGR155W
YGR155W	NHS5
YGR155W	STR4
YGR155W	VMA41
YOR065W	YOR065W
YOR065W	CTC1
YOR065W	YOR29-16
YKL087C	YKL087C
YDR016C	YDR016C
YKR083C	YKR083C
YKR083C	HSK1
YBR233W-A	YBR233W-A
YDR320C-A	YDR320C-A
YDR320C-A	HSK2
YML070W	YML070W
YFL053W	YFL053W
YIR027C	YIR027C
YIR029W	YIR029W
YIR029W	ALC1
YIR032C	YIR032C
YIR028W	YIR028W
YJR152W	YJR152W
YJR152W	UREP1
YIR031C	YIR031C
YIR031C	MLS2
YIR031C	MSL2
YKR034W	YKR034W
YKR034W	UGA43
YIR023W	YIR023W
YIR023W	UGA35
YNL314W	YNL314W
YGR113W	YGR113W
YJR150C	YJR150C
YJR150C	CCW13
YLR037C	YLR037C
YBR301W	YBR301W
YJR151C	YJR151C
YPL170W	YPL170W
YHR028C	YHR028C
YHR028C	DPP2
YJL149W	YJL149W
YDR020C	YDR020C
YML113W	YML113W
YGR092W	YGR092W
YPR111W	YPR111W
YDR052C	YDR052C
YDR052C	DNA52
YDR052C	LSD7
YPL119C	YPL119C
YPL119C	LPH8
YDL031W	YDL031W
YNL112W	YNL112W
YGL078C	YGL078C
YOR046C	YOR046C
YOR046C	RAT8
YNR038W	YNR038W
YKR024C	YKR024C
YHR169W	YHR169W
YLR276C	YLR276C
YKL149C	YKL149C
YKL149C	PRP26
YCL016C	YCL016C
YHR144C	YHR144C
YIR030C	YIR030C
YOR180C	YOR180C
YOR180C	ECI2
YLR128W	YLR128W
YOL149W	YOL149W
YNL118C	YNL118C
YNL118C	PSU1
YLR361C	YLR361C
YLR270W	YLR270W
YLR270W	DCPS
YOR173W	YOR173W
YKL046C	YKL046C
YPL194W	YPL194W
YER143W	YER143W
YER143W	VSM1
YFL061W	YFL061W
YNL335W	YNL335W
YOR163W	YOR163W
YOL052C-A	YOL052C-A
YOL052C-A	DDRA2
YOL052C-A	YOL053C-A
YMR173W	YMR173W
YMR173W	FSP
YOR204W	YOR204W
YOR204W	SPP81
YHR019C	YHR019C
YKL054C	YKL054C
YKL054C	VID31
YFL001W	YFL001W
YFL001W	PUS3
YBR163W	YBR163W
YAL013W	YAL013W
YAL013W	FUN54
YBR201W	YBR201W
YIL049W	YIL049W
YOR030W	YOR030W
YOR030W	ECM41
YOR030W	ZRG12
YMR238W	YMR238W
YDR411C	YDR411C
YOR236W	YOR236W
YOR245C	YOR245C
YOR311C	YOR311C
YOR311C	HSD1
YDL160C	YDL160C
YKL078W	YKL078W
YMR316W	YMR316W
YOR080W	YOR080W
YOR080W	YOR29-31
YDL024C	YDL024C
YHR011W	YHR011W
YPR082C	YPR082C
YPR082C	SNU16
YLR348C	YLR348C
YKR035W-A	YKR035W-A
YKR035W-A	CHM1
YKR035W-A	FTI1
YKR035W-A	VPS46
YKL002W	YKL002W
YKL002W	CHM2
YKL002W	GRD7
YKL002W	REN1
YKL002W	VPL2
YKL002W	VPS2
